point,algorithm,time,coverage,length,rotation
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,380,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.75,390,23.18,839,864
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,0,0,0,0
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,10,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,20,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,30,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,40,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,50,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,60,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,70,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,80,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,90,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,100,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,110,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,120,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,130,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,140,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,150,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,160,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,170,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,180,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,190,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,200,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,210,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,220,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,230,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,240,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,250,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,260,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,270,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,280,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,290,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,300,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,310,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,320,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,330,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,340,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,350,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,360,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,370,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,380,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar Variant0.75,390,21.53,649,679
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,0,0,0,0
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,10,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,20,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,30,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,40,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,50,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,60,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,70,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,80,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,90,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,100,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,110,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,120,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,130,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,140,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,150,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,160,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,170,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,180,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,190,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,200,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,210,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,220,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,230,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,240,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,250,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,260,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,270,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,280,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,290,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,300,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,310,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,320,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,330,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,340,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,350,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,360,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,370,20.17,664,353
